Associaties;Positief/negatief;Relevant/niet relevant;Socdemo;Missie;Kopen Energiedrank;Drinken energiedrank;Kopen Red Bull;;;Positief/negatief;Relevant/niet relevant
calorie boost;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Minder dan 1x per jaar;Nooit;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
caloeiieen;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Take with;3-4x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
Caffeïnne;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
Caffeine;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;1x per week;1x per week;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
Caffeine;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
caffeine;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;1-2x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
caffeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
caffeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Minder dan 1x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
caffeine;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;5-11x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
caffeïne;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;5-11x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
caffeïne;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;2-3x per maand;2-3x per maand;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
caffeïne;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Cafeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Cafeine;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
cafeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Minder dan 1x per jaar;Nooit;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
cafeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;2-3x per maand;2-3x per maand;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;5-11x per jaar;5-11x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;5-11x per jaar;5-11x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeïne;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;1x per maand;1x per maand;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
cafeïne;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
cafeïne;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Niet relevant wanneer ik energiedrank koop
cafaiene;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Minder dan 1x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
bullit;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1x per week;5-11x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
bullit;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Nooit;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
bullit;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;Nooit;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
Boost;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1x per week;2-6x per week;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
Boost;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
Blikjes;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;3-4x per jaar;2-6x per week;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Blikjes;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Blikjes;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;3-4x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
blikjes;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1-2x per jaar;1-2x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
blikjes;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
blikjes;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
blikje;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;5-11x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
blikje;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1x per week;1x per week;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
blikje;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
blik;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;5-11x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
bevat veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;Minder dan 1x per jaar;1-2x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
aquarius;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;3-4x per jaar;3-4x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
aldi, goedkoop;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
ah;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Af en toe;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
adrenaline;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;2-3x per maand;2-3x per maand;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
aankomen;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Negatief;Relevant wanneer ik energiedrank koop
aan suiker;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
aan sporten;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
a a;Positief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;Minder dan 1x per jaar;1-2x per jaar;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
30 cent;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;Nooit;Nooit;Minder dan 1x per jaar;potential;;Positief;Relevant wanneer ik energiedrank koop
zoet;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
verslavend;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Negatief;Relevant wanneer ik energiedrank koop
verschillende soorten;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
snel;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;2-6x per week;2-6x per week;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
REDBULL;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;2-3x per maand;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
redbull;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
redbull;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;On the go;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
redbul;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;1x per dag;1x per maand;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Red Bull;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;2-6x per week;2-6x per week;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
power;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
niet moe;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;2-6x per week;2-6x per week;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
MONSTER;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;2-3x per maand;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
focus;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
erg prijzig;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Negatief;Relevant wanneer ik energiedrank koop
enrge;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;2-6x per week;2-6x per week;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
duur;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
boni;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;Meer dan 1x per dag;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief;Relevant wanneer ik energiedrank koop
b merken;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
altijd nodig;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Negatief;Relevant wanneer ik energiedrank koop
altijd bij me;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;2-6x per week;Meer dan 1x per dag;Meer dan 1x per dag;habitutual;;Negatief;Relevant wanneer ik energiedrank koop
Zuur;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;5-11x per jaar;5-11x per jaar;5-11x per jaar;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Zoet;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1x per maand;2-3x per maand;5-11x per jaar;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Zoet;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;1x per maand;2-3x per maand;5-11x per jaar;habitutual;;Positief;Niet relevant wanneer ik energiedrank koop
Zoet;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;5-11x per jaar;5-11x per jaar;5-11x per jaar;habitutual;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Zoet;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;2-6x per week;2-6x per week;5-11x per jaar;habitutual;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
